subclass_id_label,AllenRegionRate,AllenRegionRateTop3,MajorRegionRate,MajorRegionRateTop3
092 TMv-PMv Tbx3 Hist-Gaba,HY:0.920091324200913;HY LZ:0.0799086757990868,HY:0.920091324200913;HY LZ:0.0799086757990868;,HY:1,HY:1;;
093 RT-ZI Gnb3 Gaba,TH:0.796373779637378;HY LZ:0.0818224081822408;HY:0.0765535409886874;CNU:0.035642336897567;MB:0.00495893382922672;STR:0.00418410041841004;CTXsp:0.00030993336432667;OLF:0.000154966682163335,TH:0.796373779637378;HY LZ:0.0818224081822408;HY:0.0765535409886874,TH:0.796373779637378;HY:0.158375949170928;CNU:0.035642336897567;MB:0.00495893382922672;STR:0.00418410041841004;OLF:0.000464900046490005,TH:0.796373779637378;HY:0.158375949170928;CNU:0.035642336897567
094 SCH Six6 Cdc14a Gaba,HY:0.994498381877023;HY LZ:0.00453074433656958;STR:0.000970873786407767,HY:0.994498381877023;HY LZ:0.00453074433656958;STR:0.000970873786407767,HY:0.999029126213592;STR:0.000970873786407767,HY:0.999029126213592;STR:0.000970873786407767;
095 DMH Prdm13 Gaba,HY:0.998575498575499;STR:0.00142450142450142,HY:0.998575498575499;STR:0.00142450142450142;,HY:0.998575498575499;STR:0.00142450142450142,HY:0.998575498575499;STR:0.00142450142450142;
096 PVHd Gsc Gaba,HY:0.924418604651163;HY LZ:0.0465116279069767;TH:0.0116279069767442;CNU:0.00581395348837209;OLF:0.00581395348837209;STR:0.00581395348837209,HY:0.924418604651163;HY LZ:0.0465116279069767;TH:0.0116279069767442,HY:0.970930232558139;TH:0.0116279069767442;CNU:0.00581395348837209;OLF:0.00581395348837209;STR:0.00581395348837209,HY:0.970930232558139;TH:0.0116279069767442;CNU:0.00581395348837209
097 PVHd-SBPV Six3 Prox1 Gaba,HY:0.936187399030695;HY LZ:0.0422724824986537;TH:0.0188476036618201;CNU:0.000807754442649435;STR:0.000807754442649435;MB:0.00053850296176629;CTXsp:0.000269251480883145;PONS:0.000269251480883145,HY:0.936187399030695;HY LZ:0.0422724824986537;TH:0.0188476036618201,HY:0.978459881529348;TH:0.0188476036618201;CNU:0.000807754442649435;STR:0.000807754442649435;MB:0.00053850296176629;OLF:0.000269251480883145;Pons:0.000269251480883145,HY:0.978459881529348;TH:0.0188476036618201;CNU:0.000807754442649435
098 AHN-SBPV-PVHd Pdrm12 Gaba,HY:0.875050792360829;HY LZ:0.118041446566436;TH:0.00507923608289313;STR:0.00101584721657863;CNU:0.000609508329947176;MB:0.000203169443315725,HY:0.875050792360829;HY LZ:0.118041446566436;TH:0.00507923608289313,HY:0.993092238927265;TH:0.00507923608289313;STR:0.00101584721657863;CNU:0.000609508329947176;MB:0.000203169443315725,HY:0.993092238927265;TH:0.00507923608289313;STR:0.00101584721657863
099 SBPV-PVa Six6 Satb2 Gaba,HY:0.990119250425894;HY LZ:0.00851788756388416;STR:0.00136286201022147,HY:0.990119250425894;HY LZ:0.00851788756388416;STR:0.00136286201022147,HY:0.998637137989778;STR:0.00136286201022147,HY:0.998637137989778;STR:0.00136286201022147;
100 AHN Onecut3 Gaba,HY:0.913;HY LZ:0.0785;CNU:0.0055;STR:0.0015;TH:0.0015,HY:0.913;HY LZ:0.0785;CNU:0.0055,HY:0.9915;CNU:0.0055;STR:0.0015;TH:0.0015,HY:0.9915;CNU:0.0055;STR:0.0015
101 ZI Pax6 Gaba,HY:0.379674267100977;HY LZ:0.315048859934853;TH:0.28442996742671;MB:0.0102931596091205;CNU:0.00521172638436482;PONS:0.00299674267100977;STR:0.00130293159609121;HB:0.000390879478827362;OLF:0.000390879478827362;CTXsp:0.000130293159609121;MY:0.000130293159609121,HY:0.379674267100977;HY LZ:0.315048859934853;TH:0.28442996742671,HY:0.694723127035831;TH:0.28442996742671;MB:0.0102931596091205;CNU:0.00521172638436482;Pons:0.00299674267100977;STR:0.00130293159609121;OLF:0.000521172638436482;HB:0.000390879478827362;MY:0.000130293159609121,HY:0.694723127035831;TH:0.28442996742671;MB:0.0102931596091205
102 DMH-LHA Gsx1 Gaba,HY:0.839301568511394;HY LZ:0.152411956200059;TH:0.00295945546019532;CNU:0.00236756436815626;MB:0.00177567327611719;STR:0.00118378218407813,HY:0.839301568511394;HY LZ:0.152411956200059;TH:0.00295945546019532,HY:0.991713524711453;TH:0.00295945546019532;CNU:0.00236756436815626;MB:0.00177567327611719;STR:0.00118378218407813,HY:0.991713524711453;TH:0.00295945546019532;CNU:0.00236756436815626
103 PVHd-DMH Lhx6 Gaba,HY:0.829070492825951;HY LZ:0.147223955084217;TH:0.0124766063630692;MB:0.0099812850904554;CTXsp:0.000623830318153462;PONS:0.000623830318153462,HY:0.829070492825951;HY LZ:0.147223955084217;TH:0.0124766063630692,HY:0.976294447910168;TH:0.0124766063630692;MB:0.0099812850904554;OLF:0.000623830318153462;Pons:0.000623830318153462,HY:0.976294447910168;TH:0.0124766063630692;MB:0.0099812850904554
104 TU-ARH Otp Six6 Gaba,HY:0.807087739354101;HY LZ:0.192340668762504;STR:0.000571591883395256,HY:0.807087739354101;HY LZ:0.192340668762504;STR:0.000571591883395256,HY:0.999428408116605;STR:0.000571591883395256,HY:0.999428408116605;STR:0.000571591883395256;
105 TMd-DMH Foxd2 Gaba,HY:0.999219968798752;HY LZ:0.00078003120124805,HY:0.999219968798752;HY LZ:0.00078003120124805;,HY:1,HY:1;;
106 PVpo-VMPO-MPN Hmx2 Gaba,HY:0.954449472096531;CNU:0.0229260935143288;HY LZ:0.0199095022624434;STR:0.00271493212669683,HY:0.954449472096531;CNU:0.0229260935143288;HY LZ:0.0199095022624434,HY:0.974358974358974;CNU:0.0229260935143288;STR:0.00271493212669683,HY:0.974358974358974;CNU:0.0229260935143288;STR:0.00271493212669683
107 DMH Hmx2 Gaba,HY:0.921688346164056;HY LZ:0.0759224847358641;STR:0.00132731616671091;CNU:0.000796389700026546;TH:0.000265463233342182,HY:0.921688346164056;HY LZ:0.0759224847358641;STR:0.00132731616671091,HY:0.99761083089992;STR:0.00132731616671091;CNU:0.000796389700026546;TH:0.000265463233342182,HY:0.99761083089992;STR:0.00132731616671091;CNU:0.000796389700026546
108 ARH-PVp Tbx3 Gaba,HY:0.993521790341578;HY LZ:0.00353356890459364;STR:0.00235571260306243;CNU:0.000588928150765607,HY:0.993521790341578;HY LZ:0.00353356890459364;STR:0.00235571260306243,HY:0.997055359246172;STR:0.00235571260306243;CNU:0.000588928150765607,HY:0.997055359246172;STR:0.00235571260306243;CNU:0.000588928150765607
109 LGv-ZI Otx2 Gaba,TH:0.869522240527183;HY LZ:0.0724876441515651;HY:0.0444810543657331;CNU:0.00988467874794069;MB:0.00230642504118616;PONS:0.000658978583196046;CTXsp:0.000329489291598023;OLF:0.000329489291598023,TH:0.869522240527183;HY LZ:0.0724876441515651;HY:0.0444810543657331,TH:0.869522240527183;HY:0.116968698517298;CNU:0.00988467874794069;MB:0.00230642504118616;OLF:0.000658978583196046;Pons:0.000658978583196046,TH:0.869522240527183;HY:0.116968698517298;CNU:0.00988467874794069
110 BST-po Iigp1 Glut,TH:0.55;CNU:0.383333333333333;HY:0.0333333333333333;HY LZ:0.0333333333333333,TH:0.55;CNU:0.383333333333333;HY:0.0333333333333333,TH:0.55;CNU:0.383333333333333;HY:0.0666666666666667,TH:0.55;CNU:0.383333333333333;HY:0.0666666666666667
111 TRS-BAC Sln Glut,STR:0.604068857589984;CNU:0.344287949921753;HY:0.0234741784037559;HY LZ:0.0172143974960876;TH:0.0109546165884194,STR:0.604068857589984;CNU:0.344287949921753;HY:0.0234741784037559,STR:0.604068857589984;CNU:0.344287949921753;HY:0.0406885758998435;TH:0.0109546165884194,STR:0.604068857589984;CNU:0.344287949921753;HY:0.0406885758998435
112 GPi Tbr1 Cngb3 Gaba-Glut,CNU:0.568181818181818;HY LZ:0.284090909090909;HY:0.119318181818182;TH:0.0284090909090909,CNU:0.568181818181818;HY LZ:0.284090909090909;HY:0.119318181818182,CNU:0.568181818181818;HY:0.403409090909091;TH:0.0284090909090909,CNU:0.568181818181818;HY:0.403409090909091;TH:0.0284090909090909
113 MEA-COA-BMA Ccdc42 Glut,STR:0.604600746718054;OLF:0.232446103817897;CTXsp:0.160062627965795;CNU:0.00204745272792966;HY:0.000843068770323979,STR:0.604600746718054;OLF:0.232446103817897;CTXsp:0.160062627965795,STR:0.604600746718054;OLF:0.392508731783693;CNU:0.00204745272792966;HY:0.000843068770323979,STR:0.604600746718054;OLF:0.392508731783693;CNU:0.00204745272792966
114 COAa-PAA-MEA Barhl2 Glut,OLF:0.482633206037461;STR:0.364066193853428;CTXsp:0.135842880523732;CNU:0.00909256228405165;ENT:0.00272776868521549;HY LZ:0.00145480996544826;HY:0.000909256228405165;PL-ILA-ORB:0.000909256228405165;AId-AIv:0.000727404982724132;SSs-GU-VISC-AIp:0.000727404982724132;AI-CLA:0.000363702491362066;AId-AIv-AIp:0.000363702491362066;TH:0.000181851245681033,OLF:0.482633206037461;STR:0.364066193853428;CTXsp:0.135842880523732,OLF:0.618476086561193;STR:0.364066193853428;CNU:0.00909256228405165;Isocortex:0.00309147117657756;HPF:0.00272776868521549;HY:0.00236406619385343;TH:0.000181851245681033,OLF:0.618476086561193;STR:0.364066193853428;CNU:0.00909256228405165
115 MS-SF Bsx Glut,STR:0.383064516129032;HY:0.350806451612903;CNU:0.237903225806452;PL-ILA-ORB:0.0201612903225806;HY LZ:0.00403225806451613;MB:0.00201612903225806;TH:0.00201612903225806,STR:0.383064516129032;HY:0.350806451612903;CNU:0.237903225806452,STR:0.383064516129032;HY:0.354838709677419;CNU:0.237903225806452;Isocortex:0.0201612903225806;MB:0.00201612903225806;TH:0.00201612903225806,STR:0.383064516129032;HY:0.354838709677419;CNU:0.237903225806452
116 AVPV-MEPO-SFO Tbr1 Glut,HY:0.940677966101695;CNU:0.0430247718383312;HY LZ:0.00782268578878748;STR:0.00717079530638853;OLF:0.000651890482398957;TH:0.000651890482398957,HY:0.940677966101695;CNU:0.0430247718383312;HY LZ:0.00782268578878748,HY:0.948500651890482;CNU:0.0430247718383312;STR:0.00717079530638853;OLF:0.000651890482398957;TH:0.000651890482398957,HY:0.948500651890482;CNU:0.0430247718383312;STR:0.00717079530638853
117 LHA Barhl2 Glut,HY LZ:0.416243654822335;HY:0.389593908629442;CNU:0.116751269035533;TH:0.0482233502538071;STR:0.0291878172588832,HY LZ:0.416243654822335;HY:0.389593908629442;CNU:0.116751269035533,HY:0.805837563451777;CNU:0.116751269035533;TH:0.0482233502538071;STR:0.0291878172588832,HY:0.805837563451777;CNU:0.116751269035533;TH:0.0482233502538071
118 ADP-MPO Trp73 Glut,HY:0.58678955453149;CNU:0.21505376344086;HY LZ:0.115207373271889;STR:0.0737327188940092;TH:0.00768049155145929;OLF:0.00153609831029186,HY:0.58678955453149;CNU:0.21505376344086;HY LZ:0.115207373271889,HY:0.701996927803379;CNU:0.21505376344086;STR:0.0737327188940092;TH:0.00768049155145929;OLF:0.00153609831029186,HY:0.701996927803379;CNU:0.21505376344086;STR:0.0737327188940092
119 SI-MA-LPO-LHA Skor1 Glut,STR:0.350973539690464;CNU:0.323764353469795;HY LZ:0.223165252121817;HY:0.0888666999500749;OLF:0.00698951572641038;TH:0.00324513230154768;CTXsp:0.00299550673989016,STR:0.350973539690464;CNU:0.323764353469795;HY LZ:0.223165252121817,STR:0.350973539690464;CNU:0.323764353469795;HY:0.312031952071892;OLF:0.00998502246630055;TH:0.00324513230154768,STR:0.350973539690464;CNU:0.323764353469795;HY:0.312031952071892
