subclass_id_label,AllenRegionRate,AllenRegionRateTop3,MajorRegionRate,MajorRegionRateTop3
011 L2 IT ENT-po Glut,ENT:0.990581717451524;PAR-POST-PRE-SUB-ProS:0.00664819944598338;OLF:0.00277008310249307,ENT:0.990581717451524;PAR-POST-PRE-SUB-ProS:0.00664819944598338;OLF:0.00277008310249307,HPF:0.997229916897507;OLF:0.00277008310249307,HPF:0.997229916897507;OLF:0.00277008310249307;
012 MEA Slc17a7 Glut,STR:0.410898603521554;OLF:0.3683970856102;CTXsp:0.206284153005464;CNU:0.00728597449908925;HY:0.00485731633272617;HY LZ:0.00136612021857923;AId-AIv:0.000151791135397693;ENT:0.000151791135397693;HIP:0.000151791135397693;PAR-POST-PRE-SUB-ProS:0.000151791135397693;SSs-GU-VISC-AIp:0.000151791135397693;TH:0.000151791135397693,STR:0.410898603521554;OLF:0.3683970856102;CTXsp:0.206284153005464,OLF:0.574681238615665;STR:0.410898603521554;CNU:0.00728597449908925;HY:0.0062234365513054;HPF:0.000455373406193078;Isocortex:0.000303582270795386;TH:0.000151791135397693,OLF:0.574681238615665;STR:0.410898603521554;CNU:0.00728597449908925
013 COAp Grxcr2 Glut,OLF:0.971204583144882;CTXsp:0.025478667269712;STR:0.00316598824061511;ENT:0.000150761344791196,OLF:0.971204583144882;CTXsp:0.025478667269712;STR:0.00316598824061511,OLF:0.996683250414594;STR:0.00316598824061511;HPF:0.000150761344791196,OLF:0.996683250414594;STR:0.00316598824061511;HPF:0.000150761344791196
014 LA-BLA-BMA-PA Glut,CTXsp:0.844748515149237;OLF:0.148109164724457;STR:0.00639049695511616;PAR-POST-PRE-SUB-ProS:0.000375911585595068;ENT:0.000300729268476054;TEa-PERI-ECT:7.51823171190136e-05,CTXsp:0.844748515149237;OLF:0.148109164724457;STR:0.00639049695511616,OLF:0.992857679873694;STR:0.00639049695511616;HPF:0.000676640854071122;Isocortex:7.51823171190136e-05,OLF:0.992857679873694;STR:0.00639049695511616;HPF:0.000676640854071122
015 ENTmv-PA-COAp Glut,ENT:0.459259259259259;OLF:0.237962962962963;PAR-POST-PRE-SUB-ProS:0.159259259259259;CTXsp:0.143518518518519,ENT:0.459259259259259;OLF:0.237962962962963;PAR-POST-PRE-SUB-ProS:0.159259259259259,HPF:0.618518518518518;OLF:0.381481481481481,HPF:0.618518518518518;OLF:0.381481481481481;
016 CA1-ProS Glut,HIP:0.782615986584684;PAR-POST-PRE-SUB-ProS:0.211403018446059;MB:0.00463946338736724;ENT:0.00072666294019005;CTXsp:0.000447177193963108;VIS-PTLp:0.000167691447736165,HIP:0.782615986584684;PAR-POST-PRE-SUB-ProS:0.211403018446059;MB:0.00463946338736724,HPF:0.994745667970933;MB:0.00463946338736724;OLF:0.000447177193963108;Isocortex:0.000167691447736165,HPF:0.994745667970933;MB:0.00463946338736724;OLF:0.000447177193963108
017 CA3 Glut,HIP:0.929419313442413;CTXsp:0.0526146936156561;PAR-POST-PRE-SUB-ProS:0.0112287455887071;MB:0.00320821302534488;STR:0.00256657042027591;VIS-PTLp:0.000962463907603465,HIP:0.929419313442413;CTXsp:0.0526146936156561;PAR-POST-PRE-SUB-ProS:0.0112287455887071,HPF:0.94064805903112;OLF:0.0526146936156561;MB:0.00320821302534488;STR:0.00256657042027591;Isocortex:0.000962463907603465,HPF:0.94064805903112;OLF:0.0526146936156561;MB:0.00320821302534488
018 L2 IT PPP-APr Glut,PAR-POST-PRE-SUB-ProS:0.986130374479889;ENT:0.00901525658807212;RSP:0.00450762829403606;HIP:0.000346740638002774,PAR-POST-PRE-SUB-ProS:0.986130374479889;ENT:0.00901525658807212;RSP:0.00450762829403606,HPF:0.995492371705964;Isocortex:0.00450762829403606,HPF:0.995492371705964;Isocortex:0.00450762829403606;
019 L2/3 IT PPP Glut,PAR-POST-PRE-SUB-ProS:0.831546327858692;ENT:0.166284474744345;RSP:0.00105361016423923;TEa-PERI-ECT:0.000681747753331267;MB:0.000185931205453982;VIS-PTLp:0.000185931205453982;AUD-TEa-PERI-ECT:6.19770684846607e-05,PAR-POST-PRE-SUB-ProS:0.831546327858692;ENT:0.166284474744345;RSP:0.00105361016423923,HPF:0.997830802603037;Isocortex:0.00198326619150914;MB:0.000185931205453982,HPF:0.997830802603037;Isocortex:0.00198326619150914;MB:0.000185931205453982
020 L2/3 IT RSP Glut,RSP:0.92472633902428;ACA:0.0370286949862606;PAR-POST-PRE-SUB-ProS:0.0168926528221992;MOp:0.0129285102932565;VIS:0.00545069597729627;VISm:0.00198207126447137;ENT:0.000495517816117843;VISl:0.000225235370962656;VISp:9.00941483850624e-05;MOs-FRP:4.50470741925312e-05;PTLp:4.50470741925312e-05;VISa:4.50470741925312e-05;VISpos:4.50470741925312e-05,RSP:0.92472633902428;ACA:0.0370286949862606;PAR-POST-PRE-SUB-ProS:0.0168926528221992,Isocortex:0.982611829361683;HPF:0.017388170638317,Isocortex:0.982611829361683;HPF:0.017388170638317;
021 L4 RSP-ACA Glut,RSP:0.946531153336279;ACA:0.0461776403004861;PAR-POST-PRE-SUB-ProS:0.00552364118426867;VIS:0.000883782589482987;ENT:0.000441891294741494;HIP:0.000220945647370747;MOp:0.000220945647370747,RSP:0.946531153336279;ACA:0.0461776403004861;PAR-POST-PRE-SUB-ProS:0.00552364118426867,Isocortex:0.993813521873619;HPF:0.00618647812638091,Isocortex:0.993813521873619;HPF:0.00618647812638091;
022 L5 ET CTX Glut,VIS:0.286075949367089;PL-ILA-ORB:0.148366205475419;RSP:0.0937886370326759;TEa-PERI-ECT:0.0925522519870474;VISp:0.0639387695025022;ACA:0.0559317044450986;SSs-GU-VISC-AIp:0.0380335590226671;MOp:0.0342655284074183;AI-CLA:0.0268472181336473;VIS-PTLp:0.0171327642037092;VISl:0.0162496320282602;AUD:0.0154842508095378;VISm:0.01371798645864;AUD-TEa-PERI-ECT:0.0134824845451869;VISpos:0.0134824845451869;PTLp:0.0121872240211952;OLF:0.0111863408890197;MO-FRP:0.0108919634972034;AId-AIv:0.0102443332352075;SS-GU-VISC:0.0100677068001178;VISa:0.00718280836031793;AId-AIv-AIp:0.00347365322343244;PAR-POST-PRE-SUB-ProS:0.00247277009125699;ENT:0.00117750956726523;MOs-FRP:0.000824256697085664;SSp:0.000824256697085664;CTXsp:5.88754783632617e-05;STR:5.88754783632617e-05,VIS:0.286075949367089;PL-ILA-ORB:0.148366205475419;RSP:0.0937886370326759,Isocortex:0.985045628495732;OLF:0.011245216367383;HPF:0.00365027965852223;STR:5.88754783632617e-05,Isocortex:0.985045628495732;OLF:0.011245216367383;HPF:0.00365027965852223
023 SUB-ProS Glut,PAR-POST-PRE-SUB-ProS:0.951212300413956;HIP:0.0363690124186872;RSP:0.00443524541691307;CTXsp:0.00384387936132466;ENT:0.00354819633353046;OLF:0.000591366055588409,PAR-POST-PRE-SUB-ProS:0.951212300413956;HIP:0.0363690124186872;RSP:0.00443524541691307,HPF:0.991129509166174;Isocortex:0.00443524541691307;OLF:0.00443524541691307,HPF:0.991129509166174;Isocortex:0.00443524541691307;OLF:0.00443524541691307
024 L5 PPP Glut,PAR-POST-PRE-SUB-ProS:0.94647201946472;ENT:0.0523114355231144;RSP:0.00121654501216545,PAR-POST-PRE-SUB-ProS:0.94647201946472;ENT:0.0523114355231144;RSP:0.00121654501216545,HPF:0.998783454987834;Isocortex:0.00121654501216545,HPF:0.998783454987834;Isocortex:0.00121654501216545;
025 CA2-FC-IG Glut,HIP:0.556962025316456;ACA:0.25;STR:0.177215189873418;OLF:0.00632911392405063;MB:0.00316455696202532;PAR-POST-PRE-SUB-ProS:0.00316455696202532;RSP:0.00316455696202532,HIP:0.556962025316456;ACA:0.25;STR:0.177215189873418,HPF:0.560126582278481;Isocortex:0.253164556962025;STR:0.177215189873418;OLF:0.00632911392405063;MB:0.00316455696202532,HPF:0.560126582278481;Isocortex:0.253164556962025;STR:0.177215189873418
026 NLOT Rho Glut,OLF:0.817733990147783;STR:0.17487684729064;CTXsp:0.00738916256157635,OLF:0.817733990147783;STR:0.17487684729064;CTXsp:0.00738916256157635,OLF:0.82512315270936;STR:0.17487684729064,OLF:0.82512315270936;STR:0.17487684729064;
027 L6b EPd Glut,CTXsp:0.886886886886887;ENT:0.0425425425425425;OLF:0.0375375375375375;AI-CLA:0.0175175175175175;STR:0.00600600600600601;PL-ILA-ORB:0.0025025025025025;TEa-PERI-ECT:0.0025025025025025;TH:0.002002002002002;AUD-TEa-PERI-ECT:0.001001001001001;SS-GU-VISC:0.001001001001001;SSs-GU-VISC-AIp:0.0005005005005005,CTXsp:0.886886886886887;ENT:0.0425425425425425;OLF:0.0375375375375375,OLF:0.924424424424424;HPF:0.0425425425425425;Isocortex:0.025025025025025;STR:0.00600600600600601;TH:0.002002002002002,OLF:0.924424424424424;HPF:0.0425425425425425;Isocortex:0.025025025025025
028 L6b/CT ENT Glut,ENT:0.769396220617606;PAR-POST-PRE-SUB-ProS:0.142725457059456;TEa-PERI-ECT:0.0599170379474574;CTXsp:0.0164387770778921;OLF:0.0050699032109387;AUD-TEa-PERI-ECT:0.00192041788293133;VIS:0.00122906744507605;AUD:0.000691350437855277;VISl:0.000614533722538024;RSP:0.000460900291903518;VIS-PTLp:0.000460900291903518;VISp:0.000384083576586265;PL-ILA-ORB:0.000230450145951759;SSs-GU-VISC-AIp:0.000230450145951759;MOs-FRP:7.6816715317253e-05;VISm:7.6816715317253e-05;VISpos:7.6816715317253e-05,ENT:0.769396220617606;PAR-POST-PRE-SUB-ProS:0.142725457059456;TEa-PERI-ECT:0.0599170379474574,HPF:0.912121677677063;Isocortex:0.0663696420341066;OLF:0.0215086802888309,HPF:0.912121677677063;Isocortex:0.0663696420341066;OLF:0.0215086802888309
029 L6b CTX Glut,MOp:0.267033773861968;VIS:0.141042584434655;PL-ILA-ORB:0.0947136563876652;SSs-GU-VISC-AIp:0.0763582966226138;TEa-PERI-ECT:0.0745961820851689;ACA:0.0511013215859031;SSp:0.0441997063142438;VISp:0.0381791483113069;AUD:0.0345080763582966;VISm:0.0287077826725404;VISl:0.0225403817914831;SS-GU-VISC:0.0169603524229075;OLF:0.013582966226138;PTLp:0.0121879588839941;RSP:0.011086637298091;MOs-FRP:0.0092511013215859;AId-AIv:0.0091776798825257;VISa:0.00895741556534508;ENT:0.00704845814977974;VISpos:0.00682819383259912;PAR-POST-PRE-SUB-ProS:0.00675477239353891;AI-CLA:0.00550660792951542;CTXsp:0.00491923641703377;MO-FRP:0.00477239353891336;AUD-TEa-PERI-ECT:0.00418502202643172;STR:0.00308370044052863;VIS-PTLp:0.00176211453744493;AId-AIv-AIp:0.000881057268722467;CNU:7.34214390602056e-05,MOp:0.267033773861968;VIS:0.141042584434655;PL-ILA-ORB:0.0947136563876652,Isocortex:0.964537444933921;OLF:0.0185022026431718;HPF:0.0138032305433186;STR:0.00308370044052863;CNU:7.34214390602056e-05,Isocortex:0.964537444933921;OLF:0.0185022026431718;HPF:0.0138032305433186
030 L6 CT CTX Glut,MOp:0.247461174400076;VIS:0.167328624317232;PL-ILA-ORB:0.119342640378624;RSP:0.0593462870914294;TEa-PERI-ECT:0.0550098699074845;ACA:0.0490245043245257;SSs-GU-VISC-AIp:0.0474151941081805;VISp:0.0356664367652072;SSp:0.034651699288891;AId-AIv:0.0226730404864398;VISm:0.019295867323075;AI-CLA:0.0176152083779263;AUD:0.0171078396397682;VISl:0.0156650097906311;MOs-FRP:0.0143410944894998;MO-FRP:0.0131519490094418;SS-GU-VISC:0.0123988235387384;PTLp:0.0104565525879769;AId-AIv-AIp:0.00828438017773761;CTXsp:0.00801484053559112;AUD-TEa-PERI-ECT:0.00734099143022491;VIS-PTLp:0.00600914849255991;VISpos:0.00363085753244385;VISa:0.00275088987720091;OLF:0.00238621859664978;STR:0.0014507574856708;ENT:0.0014111193030022;PAR-POST-PRE-SUB-ProS:0.000753125470703419;HIP:1.58552730674404e-05,MOp:0.247461174400076;VIS:0.167328624317232;PL-ILA-ORB:0.119342640378624,Isocortex:0.985968083335315;OLF:0.0104010591322409;HPF:0.00218010004677306;STR:0.0014507574856708,Isocortex:0.985968083335315;OLF:0.0104010591322409;HPF:0.00218010004677306
031 CT SUB Glut,PAR-POST-PRE-SUB-ProS:0.925944712148111;ENT:0.0702510778594978;TEa-PERI-ECT:0.00126806999746386;HIP:0.00101445599797109;RSP:0.00101445599797109;CTXsp:0.000253613999492772;VIS:0.000253613999492772,PAR-POST-PRE-SUB-ProS:0.925944712148111;ENT:0.0702510778594978;TEa-PERI-ECT:0.00126806999746386,HPF:0.99721024600558;Isocortex:0.00253613999492772;OLF:0.000253613999492772,HPF:0.99721024600558;Isocortex:0.00253613999492772;OLF:0.000253613999492772
032 L5 NP CTX Glut,MOp:0.249091340075853;VIS:0.144200379266751;RSP:0.0917351453855879;PL-ILA-ORB:0.0883375474083439;SSs-GU-VISC-AIp:0.0522676991150442;ACA:0.0516750948166877;SSp:0.0455515170670038;TEa-PERI-ECT:0.0430230720606827;VISp:0.037531605562579;AId-AIv:0.0292746523388116;MOs-FRP:0.0228745259165613;AUD:0.0226374841972187;AI-CLA:0.0214522756005057;VISl:0.0188843236409608;PTLp:0.0134718710493047;AId-AIv-AIp:0.0126817319848293;VISm:0.0122471554993679;MO-FRP:0.0101137800252845;SS-GU-VISC:0.00983723135271808;AUD-TEa-PERI-ECT:0.0071507585335019;VIS-PTLp:0.00588653603034134;OLF:0.00300252844500632;PAR-POST-PRE-SUB-ProS:0.00248893805309735;CTXsp:0.0020543615676359;VISpos:0.00075063211125158;ENT:0.000711125158027813;STR:0.000592604298356511;VISa:0.000474083438685209,MOp:0.249091340075853;VIS:0.144200379266751;RSP:0.0917351453855879,Isocortex:0.991150442477876;OLF:0.00505689001264223;HPF:0.00320006321112516;STR:0.000592604298356511,Isocortex:0.991150442477876;OLF:0.00505689001264223;HPF:0.00320006321112516
033 NP SUB Glut,PAR-POST-PRE-SUB-ProS:0.935313531353135;HIP:0.0442244224422442;ENT:0.0112211221122112;RSP:0.00858085808580858;CTXsp:0.00066006600660066,PAR-POST-PRE-SUB-ProS:0.935313531353135;HIP:0.0442244224422442;ENT:0.0112211221122112,HPF:0.990759075907591;Isocortex:0.00858085808580858;OLF:0.00066006600660066,HPF:0.990759075907591;Isocortex:0.00858085808580858;OLF:0.00066006600660066
034 NP PPP Glut,PAR-POST-PRE-SUB-ProS:0.790886392009988;ENT:0.207240948813983;RSP:0.00187265917602996,PAR-POST-PRE-SUB-ProS:0.790886392009988;ENT:0.207240948813983;RSP:0.00187265917602996,HPF:0.99812734082397;Isocortex:0.00187265917602996,HPF:0.99812734082397;Isocortex:0.00187265917602996;
035 OB Eomes Ms4a15 Glut,OLF:0.945399393326593;STR:0.0404448938321537;CTXsp:0.00404448938321537;PL-ILA-ORB:0.00404448938321537;MO-FRP:0.00202224469160768;PAR-POST-PRE-SUB-ProS:0.00202224469160768;CNU:0.00101112234580384;ENT:0.00101112234580384,OLF:0.945399393326593;STR:0.0404448938321537;CTXsp:0.00404448938321537,OLF:0.949443882709808;STR:0.0404448938321537;Isocortex:0.00606673407482305;HPF:0.00303336703741153;CNU:0.00101112234580384,OLF:0.949443882709808;STR:0.0404448938321537;Isocortex:0.00606673407482305
036 HPF CR Glut,HIP:0.204367301231803;PAR-POST-PRE-SUB-ProS:0.165173572228443;STR:0.139417693169093;OLF:0.124860022396417;ENT:0.120380739081747;CTXsp:0.0425531914893617;TEa-PERI-ECT:0.0397536394176932;RSP:0.0358342665173572;PL-ILA-ORB:0.0296752519596865;ACA:0.0151175811870101;CNU:0.013437849944009;TH:0.0106382978723404;MOp:0.0100783874580067;VIS:0.00895856662933931;VISp:0.00615901455767077;VISm:0.00559910414333707;MB:0.00503919372900336;AId-AIv:0.00279955207166853;AId-AIv-AIp:0.00279955207166853;AUD:0.00279955207166853;MOs-FRP:0.00279955207166853;VISl:0.00279955207166853;AUD-TEa-PERI-ECT:0.00167973124300112;HY LZ:0.00167973124300112;MO-FRP:0.00167973124300112;AI-CLA:0.00111982082866741;HY:0.00111982082866741;PTLp:0.000559910414333707;SSs-GU-VISC-AIp:0.000559910414333707;VIS-PTLp:0.000559910414333707,HIP:0.204367301231803;PAR-POST-PRE-SUB-ProS:0.165173572228443;STR:0.139417693169093,HPF:0.489921612541993;Isocortex:0.171332586786114;OLF:0.167413213885778;STR:0.139417693169093;CNU:0.013437849944009;TH:0.0106382978723404;MB:0.00503919372900336;HY:0.00279955207166853,HPF:0.489921612541993;Isocortex:0.171332586786114;OLF:0.167413213885778
037 DG Glut,HIP:0.973386894300778;PAR-POST-PRE-SUB-ProS:0.0215558982819841;STR:0.00399913919873749;VIS-PTLp:0.000448333990889853;CTXsp:0.000322800473440694;TH:0.00021520031562713;MB:7.17334385423765e-05,HIP:0.973386894300778;PAR-POST-PRE-SUB-ProS:0.0215558982819841;STR:0.00399913919873749,HPF:0.994942792582762;STR:0.00399913919873749;Isocortex:0.000448333990889853;OLF:0.000322800473440694;TH:0.00021520031562713;MB:7.17334385423765e-05,HPF:0.994942792582762;STR:0.00399913919873749;Isocortex:0.000448333990889853
038 DG-PIR Ex IMN,HIP:0.460970464135021;OLF:0.24789029535865;CTXsp:0.170886075949367;PAR-POST-PRE-SUB-ProS:0.0822784810126582;ENT:0.0126582278481013;STR:0.00949367088607595;AI-CLA:0.00738396624472574;TH:0.00421940928270042;VIS-PTLp:0.00210970464135021;PL-ILA-ORB:0.00105485232067511;SSp:0.00105485232067511,HIP:0.460970464135021;OLF:0.24789029535865;CTXsp:0.170886075949367,HPF:0.555907172995781;OLF:0.418776371308017;Isocortex:0.0116033755274262;STR:0.00949367088607595;TH:0.00421940928270042,HPF:0.555907172995781;OLF:0.418776371308017;Isocortex:0.0116033755274262
039 OB Meis2 Thsd7b Gaba,OLF:0.878200155159038;STR:0.0620636152055857;CTXsp:0.021722265321955;CNU:0.0193948797517455;PL-ILA-ORB:0.00853374709076804;MO-FRP:0.00543056633048875;AUD-TEa-PERI-ECT:0.00310318076027929;AUD:0.000775795190069822;TH:0.000775795190069822,OLF:0.878200155159038;STR:0.0620636152055857;CTXsp:0.021722265321955,OLF:0.899922420480993;STR:0.0620636152055857;CNU:0.0193948797517455;Isocortex:0.0178432893716059;TH:0.000775795190069822,OLF:0.899922420480993;STR:0.0620636152055857;CNU:0.0193948797517455
040 OB Trdn Gaba,OLF:0.978052126200274;STR:0.0201188843164152;MO-FRP:0.00137174211248285;CNU:0.000457247370827618,OLF:0.978052126200274;STR:0.0201188843164152;MO-FRP:0.00137174211248285,OLF:0.978052126200274;STR:0.0201188843164152;Isocortex:0.00137174211248285;CNU:0.000457247370827618,OLF:0.978052126200274;STR:0.0201188843164152;Isocortex:0.00137174211248285
041 OB-in Frmd7 Gaba,OLF:0.983708966193043;STR:0.0104523926179977;PL-ILA-ORB:0.00100032663726931;CTXsp:0.000857422831945125;MO-FRP:0.000734933855952964;MOp:0.000714519026620937;VIS:0.000387881757308509;AUD:0.000347052098644455;VISp:0.000285807610648375;TEa-PERI-ECT:0.000224563122652295;VISm:0.000224563122652295;ACA:0.000163318634656214;CNU:0.000163318634656214;VISl:0.000163318634656214;ENT:0.000102074146660134;MOs-FRP:0.000102074146660134;VIS-PTLp:0.000102074146660134;AUD-TEa-PERI-ECT:6.12444879960804e-05;PTLp:4.08296586640536e-05;RSP:4.08296586640536e-05;AI-CLA:2.04148293320268e-05;AId-AIv-AIp:2.04148293320268e-05;MB:2.04148293320268e-05;SS-GU-VISC:2.04148293320268e-05;SSp:2.04148293320268e-05;SSs-GU-VISC-AIp:2.04148293320268e-05,OLF:0.983708966193043;STR:0.0104523926179977;PL-ILA-ORB:0.00100032663726931,OLF:0.984566389024988;STR:0.0104523926179977;Isocortex:0.00469541074636616;CNU:0.000163318634656214;HPF:0.000102074146660134;MB:2.04148293320268e-05,OLF:0.984566389024988;STR:0.0104523926179977;Isocortex:0.00469541074636616
042 OB-out Frmd7 Gaba,OLF:0.931533537433899;STR:0.0361814639576955;PL-ILA-ORB:0.0130809908154745;CTXsp:0.0064013359309769;ACA:0.00500974116337323;MO-FRP:0.00333982744224882;CNU:0.00250487058168661;SS-GU-VISC:0.000834956860562204;AI-CLA:0.000278318953520735;AUD:0.000278318953520735;AUD-TEa-PERI-ECT:0.000278318953520735;VIS-PTLp:0.000278318953520735,OLF:0.931533537433899;STR:0.0361814639576955;PL-ILA-ORB:0.0130809908154745,OLF:0.937934873364876;STR:0.0361814639576955;Isocortex:0.0233787920957417;CNU:0.00250487058168661,OLF:0.937934873364876;STR:0.0361814639576955;Isocortex:0.0233787920957417
043 OB-mi Frmd7 Gaba,OLF:0.931596091205212;CNU:0.0228013029315961;STR:0.0162866449511401;MO-FRP:0.00651465798045603;AI-CLA:0.00325732899022801;AUD-TEa-PERI-ECT:0.00325732899022801;MOp:0.00325732899022801;PL-ILA-ORB:0.00325732899022801;SSs-GU-VISC-AIp:0.00325732899022801;TEa-PERI-ECT:0.00325732899022801;VIS:0.00325732899022801,OLF:0.931596091205212;CNU:0.0228013029315961;STR:0.0162866449511401,OLF:0.931596091205212;Isocortex:0.0293159609120521;CNU:0.0228013029315961;STR:0.0162866449511401,OLF:0.931596091205212;Isocortex:0.0293159609120521;CNU:0.0228013029315961
044 OB Dopa-Gaba,OLF:0.948352021746517;STR:0.0125722052327557;PL-ILA-ORB:0.0122324159021407;CNU:0.0108732585796806;AI-CLA:0.00475705062861026;CTXsp:0.00339789330615019;MOp:0.00169894665307509;AId-AIv-AIp:0.00135915732246007;AId-AIv:0.00101936799184506;VISl:0.000679578661230037;ACA:0.000339789330615019;AUD:0.000339789330615019;AUD-TEa-PERI-ECT:0.000339789330615019;ENT:0.000339789330615019;MO-FRP:0.000339789330615019;SSs-GU-VISC-AIp:0.000339789330615019;TEa-PERI-ECT:0.000339789330615019;VIS:0.000339789330615019;VISm:0.000339789330615019,OLF:0.948352021746517;STR:0.0125722052327557;PL-ILA-ORB:0.0122324159021407,OLF:0.951749915052667;Isocortex:0.0244648318042813;STR:0.0125722052327557;CNU:0.0108732585796806;HPF:0.000339789330615019,OLF:0.951749915052667;Isocortex:0.0244648318042813;STR:0.0125722052327557
045 OB-STR-CTX Inh IMN,OLF:0.712935244997637;STR:0.241373877422404;HIP:0.0185914605325351;CTXsp:0.016385694028675;CNU:0.00236332125413581;SS-GU-VISC:0.00236332125413581;PAR-POST-PRE-SUB-ProS:0.00189065700330865;PL-ILA-ORB:0.00141799275248149;ENT:0.00110288325193005;MO-FRP:0.000472664250827162;AUD-TEa-PERI-ECT:0.000315109500551442;VIS-PTLp:0.000315109500551442;MB:0.000157554750275721;MOp:0.000157554750275721;PONS:0.000157554750275721,OLF:0.712935244997637;STR:0.241373877422404;HIP:0.0185914605325351,OLF:0.729320939026312;STR:0.241373877422404;HPF:0.0215850007877738;Isocortex:0.00504175200882307;CNU:0.00236332125413581;MB:0.000157554750275721;Pons:0.000157554750275721,OLF:0.729320939026312;STR:0.241373877422404;HPF:0.0215850007877738
046 Vip Gaba,MOp:0.224906037269693;VIS:0.140273871790154;PL-ILA-ORB:0.0559571056850737;VISp:0.0515940810050727;HIP:0.0483349541356743;RSP:0.0471522064814571;ACA:0.0429468814886851;OLF:0.0379530580597682;CTXsp:0.0370857097800089;ENT:0.0353772965016953;TEa-PERI-ECT:0.0352458800956711;PAR-POST-PRE-SUB-ProS:0.0299629405735012;VISm:0.0296738244802481;VISl:0.0283859437012117;SSs-GU-VISC-AIp:0.0206060924645833;AId-AIv:0.0172418324703656;MOs-FRP:0.0146660709122927;AI-CLA:0.0144032381002444;AId-AIv-AIp:0.0116434935737377;MO-FRP:0.0113543774804847;PTLp:0.0111703945120509;AUD:0.0104344626383158;SSp:0.0101979131074723;STR:0.00917286514048414;SS-GU-VISC:0.00764843483060425;AUD-TEa-PERI-ECT:0.00675480326964018;VIS-PTLp:0.00596630483349541;CNU:0.00173469655951849;VISpos:0.000972481404578548;VISa:0.000473099061686861;HY:0.000315399374457907;TH:0.000210266249638605;HY LZ:0.000105133124819302;MB:7.88498436144768e-05,MOp:0.224906037269693;VIS:0.140273871790154;PL-ILA-ORB:0.0559571056850737,Isocortex:0.799668830656819;HPF:0.113675191210871;OLF:0.0750387678397771;STR:0.00917286514048414;CNU:0.00173469655951849;HY:0.00042053249927721;TH:0.000210266249638605;MB:7.88498436144768e-05,Isocortex:0.799668830656819;HPF:0.113675191210871;OLF:0.0750387678397771
047 Sncg Gaba,MOp:0.220029948031357;VIS:0.0896679291817141;PL-ILA-ORB:0.0854399718136176;ENT:0.0776006341936052;OLF:0.0558442702369418;CTXsp:0.0539945388883995;HIP:0.0447458821456884;TEa-PERI-ECT:0.0435127279133269;ACA:0.0352329780674712;RSP:0.0326785871575795;PAR-POST-PRE-SUB-ProS:0.0318858451510614;SSs-GU-VISC-AIp:0.0295076191315071;VISp:0.0258081564344226;AI-CLA:0.0252796617634106;AId-AIv:0.0230776006341936;VISm:0.0182330661499163;VISl:0.0178807363692416;AId-AIv-AIp:0.0177926539240729;MOs-FRP:0.013388531665639;AUD:0.00977715141372324;MO-FRP:0.00889632696203647;STR:0.0067823482779882;PTLp:0.00660618338765084;SS-GU-VISC:0.00616577116180745;AUD-TEa-PERI-ECT:0.00422795736809654;SSp:0.00422795736809654;VISa:0.00405179247775918;VISpos:0.00361138025191579;VIS-PTLp:0.00255439090989166;CNU:0.000792742006518101;MB:0.000440412225843389;TH:0.000176164890337356;HY:8.80824451686779e-05,MOp:0.220029948031357;VIS:0.0896679291817141;PL-ILA-ORB:0.0854399718136176,Isocortex:0.727649079538448;HPF:0.154232361490355;OLF:0.109838809125341;STR:0.0067823482779882;CNU:0.000792742006518101;MB:0.000440412225843389;TH:0.000176164890337356;HY:8.80824451686779e-05,Isocortex:0.727649079538448;HPF:0.154232361490355;OLF:0.109838809125341
048 RHP-COA Ndnf Gaba,HIP:0.533675432969852;PAR-POST-PRE-SUB-ProS:0.13662604233483;OLF:0.107119948685055;ENT:0.0930083386786402;STR:0.0737652341244387;CTXsp:0.026940346375882;TEa-PERI-ECT:0.00705580500320718;AI-CLA:0.00256574727389352;AId-AIv-AIp:0.00256574727389352;SSs-GU-VISC-AIp:0.00256574727389352;MB:0.00192431045542014;MOp:0.00192431045542014;PL-ILA-ORB:0.00192431045542014;AId-AIv:0.00128287363694676;HY:0.00128287363694676;RSP:0.00128287363694676;VIS:0.00128287363694676;ACA:0.00064143681847338;CNU:0.00064143681847338;SS-GU-VISC:0.00064143681847338;VISm:0.00064143681847338;VISpos:0.00064143681847338,HIP:0.533675432969852;PAR-POST-PRE-SUB-ProS:0.13662604233483;OLF:0.107119948685055,HPF:0.763309813983323;OLF:0.134060295060937;STR:0.0737652341244387;Isocortex:0.0250160359204618;MB:0.00192431045542014;HY:0.00128287363694676;CNU:0.00064143681847338,HPF:0.763309813983323;OLF:0.134060295060937;STR:0.0737652341244387
