0,400100
5,113203
10,93057
14,61697
1,253568
6,105544
9,94120
13,68477
2,174357
12,77165
7,101102
18,34666
11,88462
8,96925
4,120440
15,41035
24,14929
25,13648
20,24991
29,9342
28,10726
21,23196
33,5053
17,36437
32,5993
34,3650
22,22182
27,11293
3,135066
35,3244
16,37191
31,6418
26,12019
23,17396
36,3192
30,6907
19,29051
