clu.sa2,size,sa1_ratio,AllenAnnot,AllenAnnot_quality,AllenAnnot_ratio,L3Annot,L3Annot_quality,L3Annot_ratio,L2Annot,L2Annot_quality,L2Annot_ratio,class,class_quality,class_ratio,mainclass,mainclass_quality,mainclass_ratio
2-29-1,280,0.78,MOB-out_Frmd7_Gaba,high,0.99,RSPGL7,high,0.99,MBGA1,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-29-2,74,0.58,MPT-NOT-PPT_Mecom_Gaba,high,0.72,MNPGA1,high,0.72,MBHBGLGA1,high,0.72,Gaba,high,0.97,GABA,high,0.97
2-3-16,595,0.9,SCig_Foxb1_Glut,high,0.9,SCigGL3,high,0.85,MBGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-3-9,1024,0.89,IC_Tfap2d_Maf_Glut,medium,0.64,ICGL7,medium,0.54,ICGL,medium,0.64,Glut,high,1,GLUT,high,1
2-3-4,1101,0.9,SCig_Foxb1_Glut,high,0.98,SCigGL2,high,0.91,MBGL,high,0.98,Glut,high,0.99,GLUT,high,0.99
2-3-7,1073,0.91,PAG-PRT_Tcf7l2_Glut,medium,0.44,PAGPRTGL1,medium,0.44,MBGL,high,0.91,Glut,high,0.97,GLUT,high,0.97
2-3-3,1139,0.9,SCdg_Pou4f1_Glut,high,0.73,SCdgGL4,high,0.73,MBGL,high,0.74,Glut,high,0.98,GLUT,high,0.99
2-3-2,1157,0.91,SCdg-ve_Tfap2b_Glut,high,0.77,SCdgveGL1,high,0.77,MBGL,high,0.84,Glut,high,0.96,GLUT,high,0.97
2-3-22,291,0.93,SCdg_Pou4f1_Glut,high,0.82,SCdgGL3,high,0.82,MBGL,high,0.94,Glut,high,0.99,GLUT,high,0.99
2-3-6,1101,0.92,SCdg_Pou4f2_Glut,high,0.94,SCdgGL1,high,0.94,MBGL,high,1,Glut,high,1,GLUT,high,1
2-3-24,219,0.9,PB-an-do_Evx2_Glut,high,0.93,CUNPPNGL1,high,0.92,MBHBGLGA1,high,0.94,Glut,high,0.99,GLUT,high,0.99
2-3-10,908,0.94,SCdg-ve_Pou4f1_Glut,high,0.85,SCdgGL6,high,0.85,MBGL,high,0.9,Glut,high,0.97,GLUT,high,0.97
2-3-8,1070,0.92,SCdg_Pou4f2_Mesi2_Glut,medium,0.68,SCdgGL7,medium,0.67,MBGL,high,0.98,Glut,high,0.99,GLUT,high,0.99
2-3-15,628,0.92,SCdg_Pou4f1_Glut,high,0.94,SCdgGL4,high,0.93,MBGL,high,0.95,Glut,high,0.99,GLUT,high,0.99
2-3-5,1117,0.93,SCdg_Pou4f1_Ebf2_Glut,high,0.96,SCdgGL2,high,0.96,MBGL,high,0.97,Glut,high,0.98,GLUT,high,0.98
2-3-12,717,0.9,SCig_Foxb1_Glut,medium,0.64,SCigGL3,medium,0.64,MBGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-3-11,846,0.9,SCdg_Tfap2b_Glut,high,0.93,SCdgGL8,high,0.93,MBGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-3-18,565,0.94,SCdg_Pou4f1_Ebf2_Glut,high,0.88,SCdgGL2,high,0.88,MBGL,high,0.88,Glut,high,0.9,GLUT,high,0.9
2-3-19,538,0.92,SCdg_Pou4f2_Mesi2_Glut,high,0.95,SCdgGL7,high,0.72,MBGL,high,0.96,Glut,high,0.97,GLUT,high,0.97
2-3-23,263,0.9,SCig_Foxb1_Glut,high,0.97,SCigGL6,high,0.95,MBGL,high,0.97,Glut,high,0.98,GLUT,high,0.98
2-3-13,651,0.88,SCdg_Pou4f2_Glut,high,0.95,SCdgGL1,high,0.95,MBGL,high,0.98,Glut,high,0.99,GLUT,high,0.99
2-3-20,443,0.94,SCdg_Pou4f1_Glut,high,0.79,SCdgGL3,high,0.78,MBGL,high,0.79,Glut,high,0.98,GLUT,high,0.98
2-3-21,403,0.95,SCdg_Pou4f2_Glut,high,0.99,SCdgGL11,high,0.98,MBGL,high,1,Glut,high,1,GLUT,high,1
2-3-1,1273,0.92,SCdg_Pou4f2_Mesi2_Glut,high,0.97,SCdgGL5,high,0.97,MBGL,high,0.99,Glut,high,1,GLUT,high,1
2-3-17,514,0.81,SCop_Sln_Glut,high,1,SCopGL2,high,1,MBGL,high,1,Glut,high,1,GLUT,high,1
2-3-14,650,0.93,SCig_Foxb1_Glut,high,0.98,SCigGL5,high,0.97,MBGL,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-3-25,147,0.86,SCig_Foxb1_Glut,high,0.97,SCigGL7,high,0.95,MBGL,high,0.99,Glut,high,1,GLUT,high,1
2-4-20,414,0.91,LGv-SPFp-SPFm_Gata3_Gaba,high,0.83,LSSGA1,high,0.83,MBGA2,high,0.91,Gaba,high,0.93,GABA,high,0.94
2-4-5,672,0.9,PRT_Tcf7l2_Gaba,medium,0.64,PRTGA3,medium,0.61,MBGA2,medium,0.65,Gaba,high,0.99,GABA,high,0.99
2-4-26,365,0.96,PRT_Tcf7l2_Gaba,medium,0.57,PRTGA2,medium,0.56,MBGA2,medium,0.6,Gaba,high,0.96,GABA,high,0.96
2-4-17,501,0.94,PRT_Tcf7l2_Gaba,high,0.98,PRTGA1,high,0.98,MBGA2,high,0.98,Gaba,high,1,GABA,high,1
2-4-23,376,0.91,PRT_Tcf7l2_Gaba,high,0.9,MNPGA3,high,0.87,MBGA2,high,0.92,Gaba,high,0.99,GABA,high,0.99
2-4-14,504,0.9,ND-PCG_Gata3_Lhx1_Gaba,high,0.91,Nkx2-2PAGGA1,high,0.88,MBHBGLGA1,high,0.91,Gaba,high,0.97,GABA,high,0.97
2-4-24,341,0.84,ND-PCG_Gata3_Lhx1_Gaba,high,0.87,RNMRNGA1,high,0.87,MBHBGLGA1,high,0.89,Gaba,high,1,GABA,high,1
2-4-30,309,0.92,PRT_Tcf7l2_Gaba,high,0.99,MNPGA3,high,0.97,MBGA2,high,0.99,Gaba,high,1,GABA,high,1
2-4-2,974,0.91,ND-PCG_Gata3_Lhx1_Gaba,high,0.88,RNMRNGA1,high,0.81,MBHBGLGA1,high,0.84,Gaba,high,0.99,GABA,high,0.99
2-4-4,798,0.89,SCs_Dmbx1_Gaba,high,0.72,SCsGA1,high,0.72,MBGA2,high,0.99,Gaba,high,1,GABA,high,1
2-4-28,310,0.9,ND-PCG_Gata3_Lhx1_Gaba,medium,0.46,RNMRNGA1,medium,0.45,MBHBGLGA1,medium,0.53,Gaba,high,0.99,GABA,high,0.99
2-4-27,338,0.94,MPT-NOT-PPT_Mecom_Gaba,medium,0.49,MNPGA1,medium,0.48,MBHBGLGA1,medium,0.53,Gaba,high,1,GABA,high,1
2-4-34,193,0.95,PRT_Tcf7l2_Gaba,high,0.78,PRTGA1,high,0.78,MBGA2,high,0.78,Gaba,high,0.99,GABA,high,0.99
2-4-13,549,0.94,SC_Otx2_Gcnt4_Gaba,high,0.98,SCGA5,high,0.98,MBGA2,high,0.99,Gaba,high,1,GABA,high,1
2-4-11,582,0.92,ND-PCG_Gata3_Lhx1_Gaba,high,0.86,Nkx2-2PAGGA1,medium,0.69,MBHBGLGA1,high,0.82,Gaba,high,0.98,GABA,high,0.98
2-4-8,649,0.92,ND-PCG_Gata3_Lhx1_Gaba,high,0.94,RNMRNGA1,high,0.94,MBHBGLGA1,high,0.96,Gaba,high,1,GABA,high,1
2-4-16,462,0.85,ND-PCG_Gata3_Lhx1_Gaba,high,0.76,Nkx2-2PAGGA1,high,0.71,MBHBGLGA1,high,0.77,Gaba,high,0.94,GABA,high,0.94
2-4-29,276,0.81,PCG-CUN-MRN_Pax5_Cdh23_Gaba,high,0.92,SVPGA1,high,0.92,MBHBGLGA1,high,0.93,Gaba,high,1,GABA,high,1
2-4-9,590,0.9,IC_Six3_En2_Gaba,high,0.74,ICGA1,high,0.74,MBGA2,high,0.76,Gaba,high,0.98,GABA,high,0.99
2-4-25,373,0.95,ND-PCG_Gata3_Lhx1_Gaba,high,0.94,RNMRNGA1,high,0.94,MBHBGLGA1,high,0.95,Gaba,high,1,GABA,high,1
2-4-12,528,0.9,ND-PCG_Gata3_Lhx1_Gaba,high,0.77,RNGA2,high,0.71,MBGA2,high,0.93,Gaba,high,0.99,GABA,high,0.99
2-4-6,548,0.74,PCG-CUN-MRN_Pax5_Cdh23_Gaba,high,0.99,SVPGA1,high,0.99,MBHBGLGA1,high,1,Gaba,high,1,GABA,high,1
2-4-19,429,0.9,ND-PCG_Gata3_Lhx1_Gaba,high,0.94,NDPCGGA1,medium,0.6,MBGA2,medium,0.62,Gaba,high,0.97,GABA,high,0.97
2-4-1,914,0.84,MB-MY_Glut-Sero,high,0.98,MMSERO1,high,0.98,MBHBGLGA1,high,0.98,Sero,high,0.98,GLUT,high,0.98
2-4-7,654,0.92,ND-PCG_Gata3_Lhx1_Gaba,medium,0.64,RNMRNGA1,medium,0.63,MBHBGLGA1,high,0.91,Gaba,high,1,GABA,high,1
2-4-15,514,0.92,PCG-CUN-MRN_Pax5_Cdh23_Gaba,high,0.81,SVPGA1,high,0.81,MBHBGLGA1,high,0.84,Gaba,high,1,GABA,high,1
2-4-21,420,0.94,SC_Tnnt1_Gli3_Gaba,high,0.98,Tnnt1SCGA3,high,0.95,MBGA1,high,0.99,Gaba,high,1,GABA,high,1
2-4-22,325,0.78,IC_Six3_En2_Gaba,high,0.96,ICGA1,high,0.96,MBGA2,high,0.96,Gaba,high,0.98,GABA,high,0.98
2-4-18,467,0.95,SC_Tnnt1_Gli3_Gaba,high,0.99,Tnnt1SCGA2,high,0.99,MBGA1,high,0.99,Gaba,high,1,GABA,high,1
2-4-33,217,0.96,SCs_Dmbx1_Gaba,high,0.95,SCsGA12,high,0.94,MBGA2,high,0.97,Gaba,high,1,GABA,high,1
2-4-3,719,0.74,SNr_Six3_Gaba,high,0.99,SNrGA1,high,0.99,MBHBGLGA1,high,0.99,Gaba,high,1,GABA,high,1
2-4-32,258,0.95,SC_Tnnt1_Gli3_Gaba,high,0.95,Tnnt1SCGA1,high,0.95,MBGA1,high,0.96,Gaba,high,1,GABA,high,1
2-4-31,292,0.9,ND-PCG_Gata3_Lhx1_Gaba,high,0.98,RNMRNGA1,high,0.98,MBHBGLGA1,high,1,Gaba,high,1,GABA,high,1
2-4-10,573,0.9,MB-MY_Glut-Sero,high,0.87,MMSERO1,high,0.87,MBHBGLGA1,high,0.88,Sero,high,0.87,GLUT,high,0.88
2-5-24,320,0.94,AAA-BST_Six3_Meis2_Gaba,high,0.93,AAABSTGA1,high,0.93,AMYGAGL,high,0.94,Gaba,high,1,GABA,high,1
2-5-9,642,0.93,ACB-BST-FS_D1_Gaba,medium,0.44,SMNGA1,medium,0.41,HYGLGA,medium,0.55,Gaba,high,0.99,GABA,high,0.99
2-5-8,648,0.91,ACB-BST-FS_D1_Gaba,high,0.92,SMNGA1,high,0.89,HYGLGA,high,0.9,Gaba,high,1,GABA,high,1
2-5-10,559,0.88,CEA-AAA-BST_Ebf1_Gaba,medium,0.5,Ebf1CABGA1,medium,0.48,AMYGAGL,high,0.96,Gaba,high,0.97,GABA,high,0.98
2-5-20,368,0.91,MEA-BST_Lhx6_Nr2e1_Gaba,high,0.8,Lhx6MEABSTGA4,high,0.8,MSGA,high,0.8,Gaba,high,1,GABA,high,1
2-5-5,817,0.92,AAA-BST_Six3_Meis2_Gaba,medium,0.6,AAABSTGA2,medium,0.5,AMYGAGL,high,0.99,Gaba,high,0.99,GABA,high,0.99
2-5-19,388,0.96,ACB-BST-FS_D1_Gaba,medium,0.56,SMNGA1,medium,0.56,HYGLGA,medium,0.59,Gaba,high,0.74,GABA,high,0.74
2-5-27,192,0.89,ACB-BST-FS_D1_Gaba,high,0.89,ABFGA1,high,0.88,AMYGAGL,high,0.97,Gaba,high,0.99,GABA,high,0.99
2-5-17,389,0.95,PVHd_Gsc_Gaba,medium,0.51,GscPVHdGA1,medium,0.51,HYGLGA,medium,0.51,Gaba,high,0.71,GABA,high,0.72
2-5-2,1077,0.93,AAA-BST_Six3_Meis2_Gaba,high,0.93,AAABSTGA1,high,0.91,AMYGAGL,high,0.98,Gaba,high,0.99,GABA,high,0.99
2-5-15,439,0.93,CEA-BST_Crh_Gaba,high,0.7,CrhCEABSTGA1,high,0.7,AMYGAGL,high,0.72,Gaba,high,0.99,GABA,high,0.99
2-5-7,759,0.94,GPe_Sox6_Cyp26b1_Gaba,high,0.97,GPeGA1,high,0.97,MSGA,high,0.97,Gaba,high,1,GABA,high,1
2-5-21,373,0.93,FS_Mgp_Gaba,medium,0.5,FSGA1,medium,0.5,AMYGAGL,high,0.85,Gaba,high,0.96,GABA,high,0.96
2-5-28,120,0.9,AAA-BST_Six3_Meis2_Gaba,high,0.82,AAABSTGA3,high,0.76,AMYGAGL,high,0.9,Gaba,high,0.99,GABA,high,1
2-5-4,907,0.94,MEA-BST_Sox6_Gaba,high,0.79,Sox6MEABSTGA1,high,0.78,AMYGAGL,high,0.82,Gaba,high,0.98,GABA,high,0.98
2-5-13,535,0.95,MEA-BST_Lhx6_Sp9_Gaba,high,0.78,Lhx6MEAGA1,high,0.78,AMYGAGL,high,0.92,Gaba,high,0.97,GABA,high,0.97
2-5-12,553,0.93,AAA-BST_Six3_Meis2_Gaba,medium,0.6,AAABSTGA2,medium,0.59,AMYGAGL,medium,0.68,Gaba,high,0.99,GABA,high,0.99
2-5-3,939,0.89,CEA-AAA-BST_Six3_Cyp26b1_Gaba,high,0.98,Six3CABGA1,high,0.98,AMYGAGL,high,0.99,Gaba,high,0.99,GABA,high,0.99
2-5-1,1234,0.93,CEA-AAA-BST_Ebf1_Gaba,high,0.96,Ebf1CABGA1,high,0.96,AMYGAGL,high,0.97,Gaba,high,1,GABA,high,1
2-5-22,350,0.93,CEA-AAA-BST_Ebf1_Gaba,high,0.94,Ebf1CABGA1,medium,0.55,AMYGAGL,high,0.96,Gaba,medium,0.61,GABA,high,0.99
2-5-16,408,0.93,MEA-BST_Sox6_Gaba,medium,0.52,Sox6MEABSTGA3,medium,0.51,AMYGAGL,medium,0.52,Gaba,high,1,GABA,high,1
2-5-14,513,0.94,MEA-BST_Lhx6_Sp9_Gaba,high,0.94,Lhx6MEAGA1,high,0.94,AMYGAGL,high,0.96,Gaba,high,1,GABA,high,1
2-5-11,550,0.92,CEA-AAA-BST_Ebf1_Gaba,high,0.98,Ebf1CABGA2,high,0.97,AMYGAGL,high,0.99,Gaba,high,1,GABA,high,1
2-5-23,336,0.91,MEA-BST_Lhx6_Nfib_Gaba,medium,0.68,Lhx6MEABSTGA5,medium,0.68,AMYGAGL,high,0.92,Gaba,high,0.99,GABA,high,0.99
2-5-26,216,0.96,TU-ARH_Otp_Six6_Gaba,high,0.99,TUARHGA1,high,0.99,AMYGAGL,high,1,Gaba,high,1,GABA,high,1
2-5-25,311,0.95,MEA-BST_Lhx6_Sp9_Gaba,high,0.87,Lhx6MEAGA1,high,0.87,AMYGAGL,high,0.88,Gaba,high,1,GABA,high,1
2-5-18,370,0.91,MEA-BST_Sox6_Gaba,high,0.7,Sox6MEABSTGA3,medium,0.68,AMYGAGL,high,0.71,Gaba,high,0.99,GABA,high,0.99
2-5-6,786,0.96,MEA-BST_Sox6_Gaba,high,0.88,Sox6MEABSTGA2,high,0.84,AMYGAGL,high,0.9,Gaba,high,1,GABA,high,1
2-6-11,462,0.9,PH-SUM_Foxa1_Glut,medium,0.64,PHSUMGL1,medium,0.64,MBHBGLGA2,high,0.84,Glut,high,0.96,GLUT,high,0.96
2-6-21,315,0.91,MPT-NOT-PPT_Mecom_Gaba,high,0.71,MNPGA2,medium,0.51,MBHBGLGA2,medium,0.52,Gaba,high,0.98,GABA,high,0.99
2-6-5,624,0.93,SCdg_Pou4f3_Glut,medium,0.45,SCdgGL9,medium,0.45,MBHBGLGA2,medium,0.5,Glut,high,0.97,GLUT,high,0.97
2-6-4,680,0.87,IPN-IF-RL_Foxa1_Glut,high,0.95,IIRGL1,high,0.9,MBHBGLGA2,high,0.91,Glut,high,0.96,GLUT,high,0.99
2-6-15,379,0.84,CLI-PDTg_Pax6_Gaba,high,0.88,CLIPDTgGA1,high,0.88,MBHBGLGA2,high,0.9,Gaba,high,0.99,GABA,high,0.99
2-6-16,402,0.93,IPN-IF-RL_Foxa1_Glut,high,0.89,IIRGL1,medium,0.5,MBHBGLGA2,medium,0.52,Glut,high,0.98,GLUT,high,0.98
2-6-1,825,0.89,SCdg_Pou4f3_Glut,medium,0.57,SCdgGL9,medium,0.42,MBHBGLGA2,medium,0.43,Glut,high,0.96,GLUT,high,0.96
2-6-3,757,0.91,PH-ant_Otp_Glut,medium,0.53,PHGL1,medium,0.53,MBHBGLGA2,high,0.89,Glut,high,0.93,GLUT,high,0.93
2-6-29,219,0.92,SCdg_Pou4f3_Glut,medium,0.56,SCdgGL9,medium,0.55,MBHBGLGA2,medium,0.58,Glut,high,0.98,GLUT,high,0.98
2-6-18,397,0.94,SCop_Pou4f2_Neurod2_Glut,high,0.97,SCopGL1,high,0.97,MBGL,high,0.98,Glut,high,1,GLUT,high,1
2-6-9,481,0.88,PAG-MRN_Pou3f1_Glut,low,0.33,PAGMRNGL1,low,0.33,MBHBGLGA2,medium,0.63,Glut,high,0.76,GLUT,high,0.76
2-6-17,375,0.87,PAG_Neurod2_Meis2_Glut,high,0.75,Neurod2PAGGL2,high,0.74,MBHBGLGA2,high,0.9,Glut,high,0.9,GLUT,high,0.9
2-6-25,273,0.82,PB_Pax5_Glut,medium,0.51,Pax5PBGL1,medium,0.51,MBHBGLGA2,high,0.95,Glut,medium,0.68,GLUT,medium,0.68
2-6-20,337,0.87,PAG-MRN_Pou3f1_Glut,high,0.77,PAGMRNGL1,high,0.77,MBHBGLGA1,high,0.92,Glut,high,0.99,GLUT,high,0.99
2-6-22,314,0.93,IPN-IF-RL_Foxa1_Glut,high,0.96,MA3GL1,high,0.96,MBHBGLGA1,high,0.98,Glut,high,0.98,GLUT,high,0.98
2-6-12,446,0.88,SCop_Pou4f2_Neurod2_Glut,low,0.35,SCopGL1,low,0.35,MBGL,medium,0.46,Glut,high,0.99,GLUT,high,0.99
2-6-10,464,0.89,PAG_Neurod2_Meis2_Glut,high,0.98,Neurod2PAGGL1,high,0.97,MBHBGLGA2,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-6-13,436,0.9,SCdg_Pou4f3_Glut,high,0.97,SCdgGL10,high,0.97,MBGL,high,0.98,Glut,high,1,GLUT,high,1
2-6-27,240,0.89,PB_Pax5_Glut,high,0.97,Pax5PBGL1,high,0.97,MBHBGLGA2,high,0.99,Glut,high,0.99,GLUT,high,0.99
2-6-33,101,0.83,RR-SNr-PAG_Foxa2_Gaba,high,0.97,RRSPGA1,high,0.97,MBHBGLGA2,high,0.97,Gaba,high,0.99,GABA,high,0.99
2-6-26,251,0.87,ND-PCG_Gata3_Lhx1_Gaba,high,0.91,RNMRNGA1,high,0.91,MBHBGLGA1,high,0.91,Gaba,high,0.99,GABA,high,1
2-6-31,145,0.94,SCdg_Pou4f3_Glut,high,0.97,SCdgGL10,high,0.97,MBGL,high,0.98,Glut,high,0.99,GLUT,high,0.99
2-6-2,789,0.92,PPN-SNr_Pax5_Sox21_Gaba,high,0.81,MBGA1,high,0.81,MBHBGLGA2,high,0.83,Gaba,high,0.98,GABA,high,0.99
2-6-23,289,0.87,MV_Nkx6-1_Gly-Gaba,high,0.93,HBGLYGA1,high,0.93,MBHBGLGA2,high,0.95,Gaba;Gly,high,0.95,GABA,high,0.99
2-6-6,514,0.83,MY_Prox1_Gly-Gaba,high,0.74,MYGLYGA1,high,0.74,MBHBGLGA2,high,0.96,Gaba;Gly,high,0.86,GABA,high,0.89
2-6-14,391,0.84,CLI-IF-IPN-DTN-PCG_Otp_Pax3_Gaba,high,0.95,CIIDPGA2,high,0.84,MBHBGLGA2,high,0.86,Gaba,high,0.97,GABA,high,0.97
2-6-24,300,0.9,MV_Nkx6-1_Gly-Gaba,high,0.92,HBGLYGA1,high,0.92,MBHBGLGA2,high,0.97,Gaba;Gly,high,0.92,GABA,high,0.93
2-6-30,129,0.75,MV_Nkx6-1_Gly-Gaba,high,0.78,MVGLYGA1,high,0.78,MBHBGLGA2,high,0.83,Gaba;Gly,high,0.78,GABA,high,0.78
2-6-8,449,0.8,MV_Glut,high,0.86,MVGL1,high,0.86,MBHBGLGA2,high,0.89,Glut,high,0.98,GLUT,high,0.98
2-6-19,329,0.82,MV_Nkx6-1_Gly-Gaba,high,0.83,HBGLYGA1,medium,0.63,MBHBGLGA2,high,0.84,Gaba;Gly,high,0.84,GABA,high,0.85
2-6-32,114,0.86,DCO_Il22_Gly-Gaba,high,0.96,GOLGlyGA3,high,0.96,HBGAGL,high,0.96,Gaba;Gly,high,0.96,GABA,high,0.97
2-6-7,527,0.85,PAS-MV_Ebf2_Gly-Gaba,medium,0.54,PASMVGLYGA1,medium,0.54,MBHBGLGA2,high,0.98,Gaba;Gly,high,0.98,GABA,high,0.98
2-6-28,233,0.87,PGRN-PARN-MDRN_Hoxb5_Glut,high,0.84,MYGL1,high,0.84,MBHBGLGA1,high,0.84,Glut,high,0.88,GLUT,high,0.88
2-7-1,2188,0.89,SC_Lef1_Emx2_Gaba,high,0.92,SCGA1,high,0.89,MBGA2,high,0.96,Gaba,high,0.98,GABA,high,0.98
2-7-9,756,0.94,SCs_Lef1_Gli3_Gaba,high,0.96,SCsGA6,high,0.96,MBGA2,high,0.96,Gaba,high,1,GABA,high,1
2-7-3,1233,0.92,ND-PCG_Gata3_Lhx1_Gaba,medium,0.63,Nkx2-2PAGGA1,medium,0.5,MBHBGLGA1,medium,0.53,Gaba,high,0.99,GABA,high,0.99
2-7-2,1360,0.95,SC_Lef1_Otx2_Gaba,high,0.98,SCGA2,high,0.98,MBGA2,high,1,Gaba,high,1,GABA,high,1
2-7-6,949,0.9,SCm_Cdh23_Gaba,high,0.89,SCmGA1,high,0.87,MBGA2,high,0.9,Gaba,high,1,GABA,high,1
2-7-13,428,0.83,MPT-NOT-PPT_Mecom_Gaba,high,0.93,MNPGA2,high,0.93,MBHBGLGA2,high,0.98,Gaba,high,1,GABA,high,1
2-7-7,783,0.89,SC_Lef1_Emx2_Gaba,high,0.83,SCGA4,high,0.83,MBGA2,high,0.84,Gaba,high,0.98,GABA,high,0.98
2-7-4,1009,0.94,SCm_Cdh23_Gaba,high,0.92,SCmGA2,high,0.92,MBGA2,high,0.94,Gaba,high,0.99,GABA,high,0.99
2-7-10,750,0.94,SC_Lef1_Emx2_Gaba,high,0.93,SCGA3,high,0.93,MBGA2,high,0.97,Gaba,high,0.99,GABA,high,0.99
2-7-8,762,0.89,SCs_Lef1_Gli3_Gaba,high,0.98,SCsGA3,high,0.97,MBGA2,high,0.98,Gaba,high,1,GABA,high,1
2-7-5,995,0.93,SCs_Pax7_Nfia_Gaba,high,0.74,Pax7SCsGA2,high,0.74,MBGA1,high,0.75,Gaba,high,1,GABA,high,1
2-7-11,651,0.96,SCs_Pax7_Nfia_Gaba,high,0.96,Pax7SCsGA3,high,0.76,MBGA1,high,0.99,Gaba,high,1,GABA,high,1
2-7-12,624,0.93,SCs_Pax7_Nfia_Gaba,high,0.95,Pax7SCsGA1,high,0.94,MBGA1,high,0.96,Gaba,high,1,GABA,high,1
2-8-2,925,0.95,SI-MA-LPO_Skor1_Glut,high,0.74,SMLGL1,high,0.74,MBHBGLGA1,high,0.85,Glut,high,0.86,GLUT,high,0.86
2-8-6,656,0.94,SI-MA-LPO_Skor1_Glut,high,0.96,SMLGL1,high,0.96,MBHBGLGA1,high,0.96,Glut,high,0.99,GLUT,high,0.99
2-8-8,623,0.96,PVH-LHA_Barhl2_Glut,medium,0.57,GPiGAGL1,medium,0.57,HYGLGA,medium,0.57,Glut,high,0.98,GLUT,high,0.98
2-8-9,499,0.97,SI-MA-LPO_Skor1_Glut,high,0.91,SMLGL1,high,0.91,MBHBGLGA1,high,0.92,Glut,high,0.97,GLUT,high,0.97
2-8-16,351,0.9,MS_Bsx_Glut,high,0.95,MSGL1,high,0.95,HYGLGA,high,0.97,Gaba;Glut,high,0.95,GLUT,high,0.97
2-8-20,218,0.94,SI-MA-LPO_Skor1_Glut,high,0.96,SMLGL1,high,0.96,MBHBGLGA1,high,0.96,Glut,high,0.96,GLUT,high,0.96
2-8-13,425,0.91,MS_Bsx_Glut,high,0.98,MSGL1,high,0.98,HYGLGA,high,0.99,Gaba;Glut,high,0.98,GLUT,high,0.99
2-8-11,473,0.93,MS_Bsx_Glut,high,0.92,MSGL1,high,0.92,HYGLGA,high,0.94,Gaba;Glut,high,0.92,GLUT,high,0.97
2-8-18,323,0.95,PVH-LHA_Barhl2_Glut,high,0.8,GPiGAGL1,high,0.8,HYGLGA,high,0.84,Glut,high,0.92,GLUT,high,0.93
2-8-1,1153,0.97,AHN_Otp_Glut,high,0.83,AHNGL1,high,0.83,HYGLGA,high,0.93,Glut,high,0.9,GLUT,high,0.9
2-8-5,709,0.98,PVH-LHA_Barhl2_Glut,high,0.92,GPiGAGL1,high,0.92,HYGLGA,high,0.94,Glut,high,0.97,GLUT,high,0.97
2-8-17,349,0.97,AHN_Otp_Glut,high,0.87,AHNGL1,high,0.87,HYGLGA,high,0.89,Glut,high,0.93,GLUT,high,0.93
2-8-14,432,0.98,AHN_Otp_Glut,high,0.95,AHNGL1,high,0.95,HYGLGA,high,0.99,Glut,high,0.96,GLUT,high,0.96
2-8-7,642,0.97,PVH-LHA_Barhl2_Glut,medium,0.62,GPiGAGL1,medium,0.62,HYGLGA,medium,0.62,Glut,high,0.97,GLUT,high,0.97
2-8-15,425,0.98,AHN_Otp_Glut,medium,0.46,AHNGL1,medium,0.46,HYGLGA,high,0.92,Glut,high,0.88,GLUT,high,0.89
2-8-12,473,0.96,PVH-LHA_Barhl2_Glut,high,0.84,SMLGL2,medium,0.44,MBHBGLGA2,medium,0.45,Glut,high,0.97,GLUT,high,0.97
2-8-10,497,0.97,AHN_Otp_Glut,high,1,AHNGL1,high,1,HYGLGA,high,1,Glut,high,1,GLUT,high,1
2-8-4,701,0.95,AHN_Otp_Glut,high,0.91,AHNGL1,high,0.91,HYGLGA,high,0.93,Glut,high,0.98,GLUT,high,0.98
2-8-22,131,0.98,BST-po_Glut,high,0.93,BSTGL3,high,0.93,STRGL,high,0.97,Glut,high,0.99,GLUT,high,0.99
2-8-19,249,0.9,LGv_Otx2_Gaba,low,0.38,RmstLGvGA1,low,0.38,MBGA2,low,0.38,Glut,medium,0.53,GLUT,medium,0.53
2-8-3,711,0.89,LH_Pou4f1_Sox1_Glut,high,0.82,RmstLHGL1,medium,0.53,HYGLGA,medium,0.53,Glut,high,0.95,GLUT,high,0.95
2-8-21,192,0.95,PVH-LHA_Barhl2_Glut,high,0.85,GPiGAGL1,high,0.85,HYGLGA,high,0.85,Glut,high,0.9,GLUT,high,0.9
2-9-9,528,0.93,STRv_Lhx8_Gaba,high,0.77,MSGA9,high,0.76,MSGA,high,0.92,Gaba,high,0.99,GABA,high,0.99
2-9-4,1111,0.9,Sst_Chodl_Gaba,high,0.95,CholdlSSTGA1,high,0.94,SSTGA,high,0.97,Gaba,high,1,GABA,high,1
2-9-1,1501,0.95,NDB-SI-MA-STRv_Lhx8_Gaba,high,0.97,MSGA3,medium,0.52,MSGA,high,0.98,Gaba,high,1,GABA,high,1
2-9-3,1245,0.94,SI-MPO-LPO_Lhx8_Gaba,high,0.88,SMLGA1,medium,0.51,MSGA,high,0.95,Gaba,high,0.98,GABA,high,0.98
2-9-6,766,0.97,NDB-SI-MA-STRv_Lhx8_Gaba,high,0.88,MSGA4,high,0.81,MSGA,high,0.92,Gaba,high,1,GABA,high,1
