4,0.4,2,106290,sa2_clustering_L2_1-1,L4,0
2,0.2,2,71282,sa2_clustering_L2_1-2,L4,0
3,0.3,2,66966,sa2_clustering_L2_1-3,L4,0
3,0.3,3,58490,sa2_clustering_L2_1-4,L4,1
2,0.2,2,26151,sa2_clustering_L2_1-5,L4,0
1,0.1,1,5191,sa2_clustering_L2_1-6,ok,1
1,0.1,1,4850,sa2_clustering_L2_1-7,ok,1
1,0.1,1,3778,sa2_clustering_L2_1-8,ok,1
1,0.1,1,3595,sa2_clustering_L2_1-9,ok,1
1,0.1,1,3531,sa2_clustering_L2_1-10,ok,1
1,0.1,1,3495,sa2_clustering_L2_1-11,ok,1
1,0.1,1,3480,sa2_clustering_L2_1-12,ok,1
1,0.1,1,3388,sa2_clustering_L2_1-13,ok,1
1,0.1,1,3290,sa2_clustering_L2_1-14,ok,1
1,0.1,1,3211,sa2_clustering_L2_1-15,ok,1
1,0.1,1,3007,sa2_clustering_L2_1-16,ok,1
1,0.1,1,2853,sa2_clustering_L2_1-17,ok,1
1,0.1,1,2830,sa2_clustering_L2_1-18,ok,1
1,0.1,1,2540,sa2_clustering_L2_1-19,ok,1
1,0.1,1,2534,sa2_clustering_L2_1-20,ok,1
1,0.1,1,2400,sa2_clustering_L2_1-21,ok,1
1,0.1,1,2376,sa2_clustering_L2_1-22,ok,1
1,0.1,1,2233,sa2_clustering_L2_1-23,ok,1
1,0.1,1,2172,sa2_clustering_L2_1-24,ok,1
1,0.1,1,1952,sa2_clustering_L2_1-25,ok,1
1,0.1,1,1845,sa2_clustering_L2_1-26,ok,1
1,0.1,1,1761,sa2_clustering_L2_1-27,ok,1
1,0.1,2,1700,sa2_clustering_L2_1-28,L4,0
1,0.1,1,1475,sa2_clustering_L2_1-29,ok,0
1,0.1,1,1434,sa2_clustering_L2_1-30,ok,1
2,0.2,7,55087,sa2_clustering_L2_2-1,L4,0
9,0.9,26,34285,sa2_clustering_L2_2-2,ok,0
11,1.1,25,20264,sa2_clustering_L2_2-3,ok,0
16,1.6,34,18498,sa2_clustering_L2_2-4,ok,0
16,1.6,28,16287,sa2_clustering_L2_2-5,ok,0
19,1.9,33,14759,sa2_clustering_L2_2-6,ok,0
5,0.5,13,13633,sa2_clustering_L2_2-7,L4,0
13,1.3,22,11748,sa2_clustering_L2_2-8,ok,0
7,0.7,11,10342,sa2_clustering_L2_2-9,L4,0
9,0.9,13,8818,sa2_clustering_L2_2-10,L4,0
3,0.3,6,4808,sa2_clustering_L2_2-11,L4,1
6,0.6,9,4655,sa2_clustering_L2_2-12,L4,0
6,0.6,10,4372,sa2_clustering_L2_2-13,L4,0
2,0.2,4,4296,sa2_clustering_L2_2-14,L4,0
2,0.2,2,3638,sa2_clustering_L2_2-15,L4,0
5,0.5,7,3612,sa2_clustering_L2_2-16,ok,0
4,0.4,4,3233,sa2_clustering_L2_2-17,ok,0
6,0.6,8,3175,sa2_clustering_L2_2-18,L4,0
13,1.3,13,3173,sa2_clustering_L2_2-19,ok,0
19,1.9,21,2941,sa2_clustering_L2_2-20,ok,0
1,0.1,2,2508,sa2_clustering_L2_2-21,L4,0
6,0.6,5,1826,sa2_clustering_L2_2-22,L4,0
2,0.2,2,1585,sa2_clustering_L2_2-23,L4,0
2,0.2,2,1417,sa2_clustering_L2_2-24,L4,0
7,0.7,9,1263,sa2_clustering_L2_2-25,ok,0
5,0.5,5,1177,sa2_clustering_L2_2-26,ok,0
3,0.3,4,1146,sa2_clustering_L2_2-27,ok,1
4,0.4,2,536,sa2_clustering_L2_2-28,ok,0
1,0.1,2,486,sa2_clustering_L2_2-29,ok,0
2,0.2,2,144435,sa2_clustering_L2_3-1,L4,0
2,0.2,3,16202,sa2_clustering_L2_3-2,L4,0
1,0.1,2,12115,sa2_clustering_L2_3-3,L4,0
1,0.1,1,1054,sa2_clustering_L2_3-4,ok,1
2,0.2,2,551,sa2_clustering_L2_3-5,L4,0
3,0.3,5,81478,sa2_clustering_L2_4-1,L4,0
2,0.2,2,18919,sa2_clustering_L2_4-2,L4,0
3,0.3,5,18541,sa2_clustering_L2_4-3,L4,0
3,0.3,4,16128,sa2_clustering_L2_4-4,L4,1
2,0.2,5,62004,sa2_clustering_L2_5-1,L4,0
4,0.4,4,45781,sa2_clustering_L2_5-2,L4,0
2,0.2,3,9753,sa2_clustering_L2_5-3,L4,0
3,0.3,2,2902,sa2_clustering_L2_5-4,ok,0
2,0.2,2,35144,sa2_clustering_L2_6-1,L4,0
4,0.4,3,32763,sa2_clustering_L2_6-2,L4,0
3,0.3,3,18577,sa2_clustering_L2_6-3,L4,1
4,0.4,2,13832,sa2_clustering_L2_6-4,ok,0
2,0.2,5,4338,sa2_clustering_L2_6-5,L4,1
3,0.3,4,3183,sa2_clustering_L2_6-6,L4,0
7,0.7,6,1763,sa2_clustering_L2_6-7,ok,1
3,0.3,2,1659,sa2_clustering_L2_6-8,ok,0
5,0.5,3,1032,sa2_clustering_L2_6-9,ok,1
4,0.4,4,912,sa2_clustering_L2_6-10,ok,0
3,0.3,2,22348,sa2_clustering_L2_7-1,L4,0
2,0.2,2,19373,sa2_clustering_L2_7-2,L4,0
2,0.2,2,14539,sa2_clustering_L2_7-3,L4,0
6,0.6,9,13974,sa2_clustering_L2_7-4,L4,1
3,0.3,5,10784,sa2_clustering_L2_7-5,L4,1
1,0.1,4,8575,sa2_clustering_L2_7-6,L4,0
1,0.1,2,5815,sa2_clustering_L2_7-7,L4,0
1,0.1,2,3775,sa2_clustering_L2_7-8,L4,0
3,0.3,4,3326,sa2_clustering_L2_7-9,L4,0
2,0.2,3,1038,sa2_clustering_L2_7-10,ok,1
7,0.7,8,1023,sa2_clustering_L2_7-11,ok,0
1,0.1,2,558,sa2_clustering_L2_7-12,ok,0
3,0.3,3,416,sa2_clustering_L2_7-13,ok,0
2,0.2,2,22215,sa2_clustering_L2_8-1,L4,0
2,0.2,2,17817,sa2_clustering_L2_8-2,L4,0
2,0.2,2,16438,sa2_clustering_L2_8-3,L4,0
2,0.2,3,10573,sa2_clustering_L2_8-4,L4,0
3,0.3,7,9187,sa2_clustering_L2_8-5,L4,1
4,0.4,3,8128,sa2_clustering_L2_8-6,L4,1
