2,0.2,1,7563,sa2_clustering_L2_8-7,ok,0
2,0.2,3,5329,sa2_clustering_L2_8-8,L4,1
1,0.1,2,2652,sa2_clustering_L2_8-9,L4,0
3,0.3,2,1200,sa2_clustering_L2_8-10,ok,0
4,0.4,4,93541,sa2_clustering_L2_9-1,L4,1
4,0.4,3,1068,sa2_clustering_L2_9-2,ok,0
4,0.4,3,745,sa2_clustering_L2_9-3,ok,0
4,0.4,2,724,sa2_clustering_L2_9-4,ok,0
1,0.1,1,544,sa2_clustering_L2_9-5,ok,1
4,0.4,3,303,sa2_clustering_L2_9-6,ok,0
2,0.2,2,45627,sa2_clustering_L2_10-1,L4,0
2,0.2,2,39511,sa2_clustering_L2_10-2,L4,0
4,0.4,2,8982,sa2_clustering_L2_10-3,L4,0
2,0.2,2,87929,sa2_clustering_L2_11-1,L4,0
2,0.2,2,4273,sa2_clustering_L2_11-2,L4,0
4,0.4,2,477,sa2_clustering_L2_11-3,L4,0
1,0.1,1,378,sa2_clustering_L2_11-4,ok,1
2,0.2,2,65310,sa2_clustering_L2_12-1,L4,0
1,0.1,3,18864,sa2_clustering_L2_12-2,L4,0
2,0.2,2,2444,sa2_clustering_L2_12-3,L4,0
2,0.2,2,1844,sa2_clustering_L2_12-4,L4,0
2,0.2,2,21006,sa2_clustering_L2_13-1,L4,0
3,0.3,3,10958,sa2_clustering_L2_13-2,ok,0
3,0.3,2,10220,sa2_clustering_L2_13-3,L4,1
2,0.2,2,7804,sa2_clustering_L2_13-4,L4,0
7,0.7,8,7112,sa2_clustering_L2_13-5,ok,1
2,0.2,2,6803,sa2_clustering_L2_13-6,L4,0
2,0.2,3,6687,sa2_clustering_L2_13-7,L4,1
2,0.2,2,6575,sa2_clustering_L2_13-8,ok,0
2,0.2,3,29401,sa2_clustering_L2_14-1,L4,0
2,0.2,2,13028,sa2_clustering_L2_14-2,L4,0
4,0.4,6,6470,sa2_clustering_L2_14-3,ok,0
1,0.1,3,5663,sa2_clustering_L2_14-4,L4,0
2,0.2,3,4984,sa2_clustering_L2_14-5,ok,0
1,0.1,2,4807,sa2_clustering_L2_14-6,ok,0
3,0.3,4,2260,sa2_clustering_L2_14-7,ok,1
2,0.2,2,1864,sa2_clustering_L2_14-8,ok,0
4,0.4,5,38932,sa2_clustering_L2_15-1,L4,1
3,0.3,3,21616,sa2_clustering_L2_15-2,L4,0
3,0.3,2,1149,sa2_clustering_L2_15-3,ok,0
8,0.8,10,14421,sa2_clustering_L2_16-1,ok,1
2,0.2,2,12699,sa2_clustering_L2_16-2,L4,0
8,0.8,10,6092,sa2_clustering_L2_16-3,ok,1
2,0.2,2,2695,sa2_clustering_L2_16-4,L4,0
1,0.1,2,2581,sa2_clustering_L2_16-5,ok,0
3,0.3,2,2547,sa2_clustering_L2_16-6,ok,0
3,0.3,2,14731,sa2_clustering_L2_17-1,ok,0
2,0.2,3,8873,sa2_clustering_L2_17-2,L4,1
2,0.2,3,8704,sa2_clustering_L2_17-3,ok,0
4,0.4,2,2520,sa2_clustering_L2_17-4,ok,0
4,0.4,2,679,sa2_clustering_L2_17-5,ok,0
1,0.1,1,499,sa2_clustering_L2_17-6,ok,1
1,0.1,1,495,sa2_clustering_L2_17-7,ok,1
2,0.2,3,362,sa2_clustering_L2_17-8,ok,1
1,0.1,1,328,sa2_clustering_L2_17-9,ok,1
2,0.2,3,19646,sa2_clustering_L2_18-1,L4,1
2,0.2,2,8778,sa2_clustering_L2_18-2,L4,0
1,0.1,2,2656,sa2_clustering_L2_18-3,L4,0
1,0.1,2,2581,sa2_clustering_L2_18-4,L4,0
1,0.1,2,2140,sa2_clustering_L2_18-5,L4,0
5,0.5,4,636,sa2_clustering_L2_18-6,ok,0
2,0.2,2,8378,sa2_clustering_L2_19-1,L4,0
6,0.6,8,7900,sa2_clustering_L2_19-2,L4,1
1,0.1,2,7196,sa2_clustering_L2_19-3,L4,0
3,0.3,2,3256,sa2_clustering_L2_19-4,L4,0
4,0.4,5,2881,sa2_clustering_L2_19-5,ok,1
1,0.1,3,2407,sa2_clustering_L2_19-6,ok,0
3,0.3,2,2050,sa2_clustering_L2_19-7,ok,0
1,0.1,1,598,sa2_clustering_L2_19-8,ok,1
1,0.1,2,18009,sa2_clustering_L2_20-1,L4,0
3,0.3,2,6080,sa2_clustering_L2_20-2,ok,1
1,0.1,2,2882,sa2_clustering_L2_20-3,ok,0
1,0.1,2,1254,sa2_clustering_L2_20-4,ok,0
2,0.2,3,826,sa2_clustering_L2_20-5,ok,0
2,0.2,3,10660,sa2_clustering_L2_21-1,L4,0
1,0.1,2,4810,sa2_clustering_L2_21-2,ok,0
1,0.1,2,4774,sa2_clustering_L2_21-3,ok,0
2,0.2,4,2116,sa2_clustering_L2_21-4,ok,1
1,0.1,1,1419,sa2_clustering_L2_21-5,ok,1
2,0.2,2,1212,sa2_clustering_L2_21-6,ok,0
1,0.1,3,8612,sa2_clustering_L2_22-1,L4,0
1,0.1,2,7611,sa2_clustering_L2_22-2,L4,0
20,2,25,6973,sa2_clustering_L2_22-3,ok,0
2,0.2,2,3964,sa2_clustering_L2_23-1,ok,0
3,0.3,2,3204,sa2_clustering_L2_23-2,L4,0
3,0.3,2,2967,sa2_clustering_L2_23-3,L4,0
11,1.1,8,2902,sa2_clustering_L2_23-4,ok,0
5,0.5,5,2202,sa2_clustering_L2_23-5,ok,1
3,0.3,2,2173,sa2_clustering_L2_23-6,ok,0
2,0.2,2,1618,sa2_clustering_L2_23-7,ok,0
1,0.1,2,1145,sa2_clustering_L2_23-8,ok,0
2,0.2,2,997,sa2_clustering_L2_23-9,ok,0
2,0.2,2,867,sa2_clustering_L2_23-10,ok,0
1,0.1,1,143,sa2_clustering_L2_23-11,ok,1
3,0.3,3,7215,sa2_clustering_L2_24-1,ok,1
4,0.4,3,4718,sa2_clustering_L2_24-2,ok,0
2,0.2,2,3780,sa2_clustering_L2_24-3,ok,0
2,0.2,2,1480,sa2_clustering_L2_24-4,ok,0
1,0.1,1,203,sa2_clustering_L2_24-5,ok,1
4,0.4,5,4988,sa2_clustering_L2_25-1,L4,1
2,0.2,2,3664,sa2_clustering_L2_25-2,ok,0
2,0.2,3,2359,sa2_clustering_L2_25-3,ok,0
4,0.4,3,2063,sa2_clustering_L2_25-4,ok,1
3,0.3,2,1855,sa2_clustering_L2_25-5,ok,0
4,0.4,4,10115,sa2_clustering_L2_26-1,ok,1
2,0.2,2,2972,sa2_clustering_L2_26-2,ok,0
1,0.1,1,217,sa2_clustering_L2_26-3,ok,1
1,0.1,1,216,sa2_clustering_L2_26-4,ok,1
1,0.1,1,128,sa2_clustering_L2_26-5,ok,1
3,0.3,3,8543,sa2_clustering_L2_27-1,ok,1
3,0.3,2,3476,sa2_clustering_L2_27-2,ok,0
4,0.4,4,10119,sa2_clustering_L2_28-1,L4,0
1,0.1,1,287,sa2_clustering_L2_28-2,ok,1
1,0.1,1,258,sa2_clustering_L2_28-3,ok,1
1,0.1,1,244,sa2_clustering_L2_28-4,ok,1
1,0.1,1,174,sa2_clustering_L2_28-5,ok,1
1,0.1,1,116,sa2_clustering_L2_28-6,ok,1
8,0.8,2,95,sa2_clustering_L2_28-7,ok,0
5,0.5,8,5428,sa2_clustering_L2_29-1,ok,1
2,0.2,3,5298,sa2_clustering_L2_29-2,ok,0
4,0.4,2,3173,sa2_clustering_L2_30-1,L4,0
3,0.3,3,3113,sa2_clustering_L2_30-2,L4,0
1,0.1,2,1224,sa2_clustering_L2_30-3,L4,0
4,0.4,3,570,sa2_clustering_L2_30-4,ok,0
1,0.1,2,458,sa2_clustering_L2_30-5,ok,0
1,0.1,1,365,sa2_clustering_L2_30-6,ok,1
1,0.1,1,308,sa2_clustering_L2_30-7,ok,1
3,0.3,2,131,sa2_clustering_L2_30-8,ok,0
3,0.3,2,4907,sa2_clustering_L2_31-1,ok,0
4,0.4,4,2000,sa2_clustering_L2_31-2,ok,0
3,0.3,4,6099,sa2_clustering_L2_32-1,ok,1
3,0.3,2,319,sa2_clustering_L2_32-2,ok,0
3,0.3,2,5268,sa2_clustering_L2_33-1,L4,0
1,0.1,1,402,sa2_clustering_L2_33-2,ok,1
5,0.5,2,323,sa2_clustering_L2_33-3,ok,0
2,0.2,2,4342,sa2_clustering_L2_34-1,ok,0
1,0.1,1,711,sa2_clustering_L2_34-2,ok,1
2,0.2,2,1355,sa2_clustering_L2_35-1,ok,0
4,0.4,2,1135,sa2_clustering_L2_35-2,ok,0
3,0.3,2,787,sa2_clustering_L2_35-3,ok,0
4,0.4,3,373,sa2_clustering_L2_35-4,ok,0
5,0.5,2,2907,sa2_clustering_L2_36-1,ok,0
5,0.5,2,337,sa2_clustering_L2_36-2,ok,0
1,0.1,1,1358,sa2_clustering_L2_37-1,ok,1
1,0.1,1,737,sa2_clustering_L2_37-2,ok,1
1,0.1,1,632,sa2_clustering_L2_37-3,ok,1
1,0.1,2,465,sa2_clustering_L2_37-4,ok,0
